day,class_label,user_is_candidate,DS_GENERO,DS_COR_RACA,DS_CARGO,DS_GRAU_INSTRUCAO,DS_ESTADO_CIVIL,id
2022-10-02,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),241
2022-10-02,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),29
2022-10-02,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),325
2022-10-02,False,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),207
2022-10-02,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),22
2022-10-02,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-10-02,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),20
2022-10-02,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),5
2022-10-02,False,True,FEMININO,INDÍGENA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),1
2022-10-02,False,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),3
2022-10-02,False,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-10-02,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),7
2022-10-02,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),9
2022-10-02,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-10-02,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),6
2022-10-02,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),9
2022-10-02,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,DIVORCIADO(A),5
2022-10-02,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-10-02,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR INCOMPLETO,CASADO(A),2
2022-10-02,True,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),8
2022-10-02,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),110
2022-10-02,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),25
2022-10-02,True,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),2
2022-10-02,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-10-02,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),12
2022-10-02,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-10-02,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),38
2022-10-02,True,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),49
2022-10-02,True,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-10-03,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),816
2022-10-03,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),2
2022-10-03,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),11
2022-10-03,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),493
2022-10-03,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),260
2022-10-03,False,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),62
2022-10-03,False,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),36
2022-10-03,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),13
2022-10-03,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),284
2022-10-03,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),274
2022-10-03,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),140
2022-10-03,False,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),620
2022-10-03,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),54
2022-10-03,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),1
2022-10-03,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),5
2022-10-03,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),28
2022-10-03,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-10-03,False,True,FEMININO,INDÍGENA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),2
2022-10-03,False,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-10-03,False,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),6
2022-10-03,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),13
2022-10-03,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),9
2022-10-03,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),8
2022-10-03,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),1
2022-10-03,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),23
2022-10-03,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,DIVORCIADO(A),1
2022-10-03,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),5
2022-10-03,False,True,MASCULINO,PARDA,DEPUTADO FEDERAL,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),1
2022-10-03,True,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),15
2022-10-03,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),42
2022-10-03,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-10-03,True,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),2
2022-10-03,True,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-10-03,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),2
2022-10-03,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),9
2022-10-03,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),3
2022-10-03,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),5
2022-10-03,True,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),43
2022-10-03,True,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-10-03,True,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-10-03,True,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),1
2022-10-04,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),238
2022-10-04,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-10-04,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),117
2022-10-04,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),39
2022-10-04,False,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),32
2022-10-04,False,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-10-04,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),10
2022-10-04,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),143
2022-10-04,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),122
2022-10-04,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),221
2022-10-04,False,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),162
2022-10-04,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),29
2022-10-04,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-10-04,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),9
2022-10-04,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),3
2022-10-04,False,True,FEMININO,INDÍGENA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),1
2022-10-04,False,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),6
2022-10-04,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),4
2022-10-04,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),8
2022-10-04,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),4
2022-10-04,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),2
2022-10-04,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),4
2022-10-04,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,DIVORCIADO(A),8
2022-10-04,True,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),28
2022-10-04,True,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-10-04,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),17
2022-10-04,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),5
2022-10-04,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-10-04,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),11
2022-10-04,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),10
2022-10-04,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),23
2022-10-04,True,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),20
2022-10-04,True,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-10-04,True,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),1
2022-10-05,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),153
2022-10-05,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),5
2022-10-05,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),330
2022-10-05,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),163
2022-10-05,False,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),3
2022-10-05,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),17
2022-10-05,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),85
2022-10-05,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),45
2022-10-05,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),30
2022-10-05,False,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),498
2022-10-05,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),13
2022-10-05,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),2
2022-10-05,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),4
2022-10-05,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),7
2022-10-05,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),6
2022-10-05,False,True,FEMININO,INDÍGENA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),3
2022-10-05,False,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),5
2022-10-05,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),6
2022-10-05,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),22
2022-10-05,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),6
2022-10-05,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),3
2022-10-05,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),15
2022-10-05,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,DIVORCIADO(A),3
2022-10-05,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),3
2022-10-05,True,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),37
2022-10-05,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),106
2022-10-05,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),37
2022-10-05,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),3
2022-10-05,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),18
2022-10-05,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),4
2022-10-05,True,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),78
2022-10-05,True,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),2
2022-10-05,True,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),1
2022-10-05,True,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),1
2022-10-06,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),561
2022-10-06,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),1
2022-10-06,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),5
2022-10-06,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),458
2022-10-06,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),163
2022-10-06,False,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),4
2022-10-06,False,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-10-06,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),17
2022-10-06,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),66
2022-10-06,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),9
2022-10-06,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),84
2022-10-06,False,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),309
2022-10-06,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),17
2022-10-06,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),3
2022-10-06,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),4
2022-10-06,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),9
2022-10-06,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-10-06,False,True,FEMININO,INDÍGENA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),2
2022-10-06,False,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),3
2022-10-06,False,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),3
2022-10-06,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),9
2022-10-06,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),8
2022-10-06,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),3
2022-10-06,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),16
2022-10-06,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),1
2022-10-06,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,DIVORCIADO(A),1
2022-10-06,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),4
2022-10-06,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR INCOMPLETO,CASADO(A),3
2022-10-06,True,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),54
2022-10-06,True,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),1
2022-10-06,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),124
2022-10-06,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),58
2022-10-06,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),3
2022-10-06,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),9
2022-10-06,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-10-06,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),11
2022-10-06,True,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),66
2022-10-06,True,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-10-06,True,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),2
2022-10-06,True,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),1
2022-10-06,True,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),5
2022-10-07,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),486
2022-10-07,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-10-07,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),402
2022-10-07,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),173
2022-10-07,False,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-10-07,False,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-10-07,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),13
2022-10-07,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),93
2022-10-07,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),14
2022-10-07,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),81
2022-10-07,False,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),165
2022-10-07,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),17
2022-10-07,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-10-07,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),21
2022-10-07,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),7
2022-10-07,False,True,FEMININO,INDÍGENA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),5
2022-10-07,False,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),2
2022-10-07,False,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-10-07,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),8
2022-10-07,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),10
2022-10-07,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),4
2022-10-07,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),3
2022-10-07,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),6
2022-10-07,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,DIVORCIADO(A),6
2022-10-07,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-10-07,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR INCOMPLETO,CASADO(A),1
2022-10-07,True,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),50
2022-10-07,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),101
2022-10-07,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),39
2022-10-07,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),16
2022-10-07,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),27
2022-10-07,True,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),46
2022-10-07,True,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),5
2022-10-07,True,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-10-07,True,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-10-07,True,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),2
2022-10-07,True,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),2
2022-10-08,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),80
2022-10-08,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-10-08,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),173
